id_transacao,id_tipo_transacao,id_pais_origem,id_pais_destino,id_produto,valor_monetario_transacao,quantidade_transacionada,id_transporte,id_cambio,descricao_tipo_transacao,descricao_transporte,data,id_moeda_origem,id_moeda_destino,taxa_cambio_transacao,descricao_moeda_origem,pais_moeda_origem,descricao_moeda_destino,pais_moeda_destino,nome_pais_origem,codigo_iso_pais_origem,bloco_id_origem,nome_pais_destino,codigo_iso_pais_destino,bloco_id_destino,valor_convertido_transacao
5532,4,36,35,14,27841.67,1179,6,2766,Compra internacional,Courier Internacional,2024-04-05,18,1,1.345992,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Tailândia,THA,4.0,Singapura,SGP,4.0,37474.66508664
5533,6,24,1,26,17857.93,1703,1,2767,Devolução internacional,Marítimo,2024-04-06,6,1,5.388513,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Brasil,BRA,1.0,96227.68795809
5534,1,29,12,29,18768.1,937,2,2768,Importação,Aéreo,2024-04-06,5,1,5.747181,Euro,Zona do Euro,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Estados Unidos,USA,3.0,107863.6677261
5535,2,34,23,32,19679.27,171,3,2769,Exportação,Rodoviário,2024-04-06,9,1,0.761792,Yuan Chinês,China,Real Brasileiro,Brasil,Turquia,TUR,,Colômbia,COL,7.0,14991.51045184
5536,3,39,34,35,20590.44,1405,4,2770,Transferência entre filiais,Ferroviário,2024-04-06,10,6,0.00733,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Malásia,MYS,4.0,Turquia,TUR,,150.92792519999998
5537,4,4,5,38,21501.61,639,5,2771,Compra internacional,Multimodal,2024-04-06,15,1,0.005754,Peso Chileno,Chile,Real Brasileiro,Brasil,Uruguai,URY,1.0,Alemanha,DEU,2.0,123.72026394
5538,5,9,16,1,22412.78,1873,6,2772,Venda internacional,Courier Internacional,2024-04-06,18,1,1.349473,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Portugal,PRT,2.0,Japão,JPN,5.0,30245.441464939995
5539,6,14,27,4,23323.95,1107,1,2767,Devolução internacional,Marítimo,2024-04-06,6,1,5.388513,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,México,MEX,3.0,Egito,EGY,8.0,125681.40778635
5540,1,19,38,7,24234.12,341,2,2768,Importação,Aéreo,2024-04-06,5,1,5.747181,Euro,Zona do Euro,Real Brasileiro,Brasil,Rússia,RUS,6.0,Indonésia,IDN,4.0,139277.87401572
5541,2,24,9,10,25145.29,1575,3,2769,Exportação,Rodoviário,2024-04-06,9,1,0.761792,Yuan Chinês,China,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Portugal,PRT,2.0,19155.480759680002
5542,3,29,20,13,26056.46,809,4,2770,Transferência entre filiais,Ferroviário,2024-04-06,10,6,0.00733,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Nova Zelândia,NZL,5.0,África do Sul,ZAF,6.0,190.9938518
5543,4,34,31,16,26967.63,43,5,2771,Compra internacional,Multimodal,2024-04-06,15,1,0.005754,Peso Chileno,Chile,Real Brasileiro,Brasil,Turquia,TUR,,Noruega,NOR,10.0,155.17174302
5544,5,39,2,19,27878.8,1277,6,2772,Venda internacional,Courier Internacional,2024-04-06,18,1,1.349473,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Malásia,MYS,4.0,Argentina,ARG,1.0,37621.6878724
5545,1,27,8,31,17894.06,1724,1,2773,Importação,Marítimo,2024-04-07,6,1,5.385318,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,Espanha,ESP,2.0,96365.20341108
5546,2,32,19,34,18805.23,965,2,2774,Exportação,Aéreo,2024-04-07,5,1,5.737514,Euro,Zona do Euro,Real Brasileiro,Brasil,Suécia,SWE,2.0,Rússia,RUS,6.0,107895.27039822
5547,3,37,30,37,19716.4,206,3,2775,Transferência entre filiais,Rodoviário,2024-04-07,9,1,0.760307,Yuan Chinês,China,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Suíça,CHE,10.0,14990.5169348
5548,4,2,1,40,20627.57,1447,4,2776,Compra internacional,Ferroviário,2024-04-07,10,6,0.007316,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Argentina,ARG,1.0,Brasil,BRA,1.0,150.91130212
5549,5,7,12,3,21538.74,688,5,2777,Venda internacional,Multimodal,2024-04-07,15,1,0.005754,Peso Chileno,Chile,Real Brasileiro,Brasil,Itália,ITA,2.0,Estados Unidos,USA,3.0,123.93390996
5550,6,12,23,6,22449.91,1929,6,2778,Devolução internacional,Courier Internacional,2024-04-07,18,1,1.353165,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Colômbia,COL,7.0,30378.43246515
5551,1,17,34,9,23360.08,1170,1,2773,Importação,Marítimo,2024-04-07,6,1,5.385318,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Turquia,TUR,,125801.45930544
5552,2,22,5,12,24271.25,411,2,2774,Exportação,Aéreo,2024-04-07,5,1,5.737514,Euro,Zona do Euro,Real Brasileiro,Brasil,Peru,PER,7.0,Alemanha,DEU,2.0,139256.6366725
5553,3,27,16,15,25182.42,1652,3,2775,Transferência entre filiais,Rodoviário,2024-04-07,9,1,0.760307,Yuan Chinês,China,Real Brasileiro,Brasil,Egito,EGY,8.0,Japão,JPN,5.0,19146.370202939997
5554,4,32,27,18,26093.59,893,4,2776,Compra internacional,Ferroviário,2024-04-07,10,6,0.007316,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Suécia,SWE,2.0,Egito,EGY,8.0,190.90070444
5555,5,37,38,21,27004.76,134,5,2777,Venda internacional,Multimodal,2024-04-07,15,1,0.005754,Peso Chileno,Chile,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Indonésia,IDN,4.0,155.38538903999998
5556,6,2,9,24,27915.93,1375,6,2778,Devolução internacional,Courier Internacional,2024-04-07,18,1,1.353165,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Argentina,ARG,1.0,Portugal,PRT,2.0,37774.859418449996
5557,2,30,15,36,17931.19,1745,1,2779,Exportação,Marítimo,2024-04-08,6,1,5.381576,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,China,CHN,5.0,96498.06175544
5558,3,35,26,39,18842.36,993,2,2780,Transferência entre filiais,Aéreo,2024-04-08,5,1,5.727552,Euro,Zona do Euro,Real Brasileiro,Brasil,Singapura,SGP,4.0,Arábia Saudita,SAU,8.0,107920.59670272001
5559,4,40,37,2,19753.53,241,3,2781,Compra internacional,Rodoviário,2024-04-08,9,1,0.758843,Yuan Chinês,China,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Vietnã,VNM,4.0,14989.82796579
5560,5,5,8,5,20664.7,1489,4,2782,Venda internacional,Ferroviário,2024-04-08,10,6,0.007303,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Alemanha,DEU,2.0,Espanha,ESP,2.0,150.9143041
5561,6,10,19,8,21575.87,737,5,2783,Devolução internacional,Multimodal,2024-04-08,15,1,0.005756,Peso Chileno,Chile,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Rússia,RUS,6.0,124.19070771999999
5562,1,15,30,11,22486.04,1985,6,2784,Importação,Courier Internacional,2024-04-08,18,1,1.357056,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,China,CHN,5.0,Suíça,CHE,10.0,30514.81549824
5563,2,20,1,14,23397.21,1233,1,2779,Exportação,Marítimo,2024-04-08,6,1,5.381576,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Brasil,BRA,1.0,125913.86380296
5564,3,25,12,17,24308.38,481,2,2780,Transferência entre filiais,Aéreo,2024-04-08,5,1,5.727552,Euro,Zona do Euro,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,Estados Unidos,USA,3.0,139227.51048576002
5565,4,30,23,20,25219.55,1729,3,2781,Compra internacional,Rodoviário,2024-04-08,9,1,0.758843,Yuan Chinês,China,Real Brasileiro,Brasil,Suíça,CHE,10.0,Colômbia,COL,7.0,19137.678980650002
5566,5,35,34,23,26130.72,977,4,2782,Venda internacional,Ferroviário,2024-04-08,10,6,0.007303,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Singapura,SGP,4.0,Turquia,TUR,,190.83264816
5567,6,40,5,26,27041.89,225,5,2783,Devolução internacional,Multimodal,2024-04-08,15,1,0.005756,Peso Chileno,Chile,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Alemanha,DEU,2.0,155.65311884
5568,1,5,16,29,27952.06,1473,6,2784,Importação,Courier Internacional,2024-04-08,18,1,1.357056,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Japão,JPN,5.0,37932.51073536
5569,3,33,22,1,17968.32,1766,1,2785,Transferência entre filiais,Marítimo,2024-04-09,6,1,5.377304,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Peru,PER,7.0,96621.11900928
5570,4,38,33,4,18879.49,1021,2,2786,Compra internacional,Aéreo,2024-04-09,5,1,5.717332,Euro,Zona do Euro,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Dinamarca,DNK,2.0,107940.31232068001
5571,5,3,4,7,19790.66,276,3,2787,Venda internacional,Rodoviário,2024-04-09,9,1,0.757405,Yuan Chinês,China,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Uruguai,URY,1.0,14989.5448373
5572,6,8,15,10,20701.83,1531,4,2788,Devolução internacional,Ferroviário,2024-04-09,10,6,0.00729,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Espanha,ESP,2.0,China,CHN,5.0,150.9163407
5573,1,13,26,13,21612.0,786,5,2789,Importação,Multimodal,2024-04-09,15,1,0.005759,Peso Chileno,Chile,Real Brasileiro,Brasil,Canadá,CAN,3.0,Arábia Saudita,SAU,8.0,124.463508
5574,2,18,37,16,22523.17,41,6,2790,Exportação,Courier Internacional,2024-04-09,18,1,1.361134,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Índia,IND,6.0,Vietnã,VNM,4.0,30657.05247478
5575,3,23,8,19,23434.34,1296,1,2785,Transferência entre filiais,Marítimo,2024-04-09,6,1,5.377304,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Colômbia,COL,7.0,Espanha,ESP,2.0,126013.57021935999
5576,4,28,19,22,24345.51,551,2,2786,Compra internacional,Aéreo,2024-04-09,5,1,5.717332,Euro,Zona do Euro,Real Brasileiro,Brasil,Austrália,AUS,5.0,Rússia,RUS,6.0,139191.36337931998
5577,5,33,30,25,25256.68,1806,3,2787,Venda internacional,Rodoviário,2024-04-09,9,1,0.757405,Yuan Chinês,China,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Suíça,CHE,10.0,19129.5357154
5578,6,38,1,28,26167.85,1061,4,2788,Devolução internacional,Ferroviário,2024-04-09,10,6,0.00729,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Indonésia,IDN,4.0,Brasil,BRA,1.0,190.7636265
5579,1,3,12,31,27078.02,316,5,2789,Importação,Multimodal,2024-04-09,15,1,0.005759,Peso Chileno,Chile,Real Brasileiro,Brasil,Paraguai,PRY,1.0,Estados Unidos,USA,3.0,155.94231718
5580,2,8,23,34,27989.19,1571,6,2790,Exportação,Courier Internacional,2024-04-09,18,1,1.361134,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Espanha,ESP,2.0,Colômbia,COL,7.0,38097.03814146
5581,4,36,29,6,18005.45,1787,1,2791,Compra internacional,Marítimo,2024-04-10,6,1,5.372523,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Tailândia,THA,4.0,Nova Zelândia,NZL,5.0,96734.69425035
5582,5,1,40,9,18916.62,1049,2,2792,Venda internacional,Aéreo,2024-04-10,5,1,5.706892,Euro,Zona do Euro,Real Brasileiro,Brasil,Brasil,BRA,1.0,Nigéria,NGA,9.0,107955.10734503999
5583,6,6,11,12,19827.79,311,3,2793,Devolução internacional,Rodoviário,2024-04-10,9,1,0.755999,Yuan Chinês,China,Real Brasileiro,Brasil,França,FRA,2.0,Bélgica,BEL,2.0,14989.78941221
5584,1,11,22,15,20738.96,1573,4,2794,Importação,Ferroviário,2024-04-10,10,6,0.007279,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Bélgica,BEL,2.0,Peru,PER,7.0,150.95888983999998
5585,2,16,33,18,21649.13,835,5,2795,Exportação,Multimodal,2024-04-10,15,1,0.005764,Peso Chileno,Chile,Real Brasileiro,Brasil,Japão,JPN,5.0,Dinamarca,DNK,2.0,124.78558532000001
5586,3,21,4,21,22560.3,97,6,2796,Transferência entre filiais,Courier Internacional,2024-04-10,18,1,1.365385,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Chile,CHL,7.0,Uruguai,URY,1.0,30803.4952155
5587,4,26,15,24,23471.47,1359,1,2791,Compra internacional,Marítimo,2024-04-10,6,1,5.372523,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Arábia Saudita,SAU,8.0,China,CHN,5.0,126101.01241881002
5588,5,31,26,27,24382.64,621,2,2792,Venda internacional,Aéreo,2024-04-10,5,1,5.706892,Euro,Zona do Euro,Real Brasileiro,Brasil,Noruega,NOR,10.0,Arábia Saudita,SAU,8.0,139149.09315487999
5589,6,36,37,30,25293.81,1883,3,2793,Devolução internacional,Rodoviário,2024-04-10,9,1,0.755999,Yuan Chinês,China,Real Brasileiro,Brasil,Tailândia,THA,4.0,Vietnã,VNM,4.0,19122.09506619
5590,1,1,8,33,26204.98,1145,4,2794,Importação,Ferroviário,2024-04-10,10,6,0.007279,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Brasil,BRA,1.0,Espanha,ESP,2.0,190.74604942
5591,2,6,19,36,27115.15,407,5,2795,Exportação,Multimodal,2024-04-10,15,1,0.005764,Peso Chileno,Chile,Real Brasileiro,Brasil,França,FRA,2.0,Rússia,RUS,6.0,156.2917246
5592,3,11,30,39,28026.32,1669,6,2796,Transferência entre filiais,Courier Internacional,2024-04-10,18,1,1.365385,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Suíça,CHE,10.0,38266.716933200005
5593,5,39,36,11,18042.58,1808,1,2797,Venda internacional,Marítimo,2024-04-11,6,1,5.367251,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Malásia,MYS,4.0,Tailândia,THA,4.0,96839.05554758002
5594,6,4,7,14,18953.75,1077,2,2798,Devolução internacional,Aéreo,2024-04-11,5,1,5.696272,Euro,Zona do Euro,Real Brasileiro,Brasil,Uruguai,URY,1.0,Itália,ITA,2.0,107965.71542
5595,1,9,18,17,19864.92,346,3,2799,Importação,Rodoviário,2024-04-11,9,1,0.754628,Yuan Chinês,China,Real Brasileiro,Brasil,Portugal,PRT,2.0,Índia,IND,6.0,14990.624849759997
5596,2,14,29,20,20775.09,1615,4,2800,Exportação,Ferroviário,2024-04-11,10,6,0.007269,Iene Japonês,Japão,Dólar Americano,Estados Unidos,México,MEX,3.0,Nova Zelândia,NZL,5.0,151.01412921
5597,3,19,40,23,21686.26,884,5,2801,Transferência entre filiais,Multimodal,2024-04-11,15,1,0.005769,Peso Chileno,Chile,Real Brasileiro,Brasil,Rússia,RUS,6.0,Nigéria,NGA,9.0,125.10803393999998
5598,4,24,11,26,22597.43,153,6,2802,Compra internacional,Courier Internacional,2024-04-11,18,1,1.369795,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Bolívia,BOL,7.0,Bélgica,BEL,2.0,30953.84662685
5599,5,29,22,29,23508.6,1422,1,2797,Venda internacional,Marítimo,2024-04-11,6,1,5.367251,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Nova Zelândia,NZL,5.0,Peru,PER,7.0,126176.5568586
5600,6,34,33,32,24419.77,691,2,2798,Devolução internacional,Aéreo,2024-04-11,5,1,5.696272,Euro,Zona do Euro,Real Brasileiro,Brasil,Turquia,TUR,,Dinamarca,DNK,2.0,139101.65209744
5601,1,39,4,35,25330.94,1960,3,2799,Importação,Rodoviário,2024-04-11,9,1,0.754628,Yuan Chinês,China,Real Brasileiro,Brasil,Malásia,MYS,4.0,Uruguai,URY,1.0,19115.436590319998
5602,2,4,15,38,26241.11,1229,4,2800,Exportação,Ferroviário,2024-04-11,10,6,0.007269,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Uruguai,URY,1.0,China,CHN,5.0,190.74662859
5603,3,9,26,1,27152.28,498,5,2801,Transferência entre filiais,Multimodal,2024-04-11,15,1,0.005769,Peso Chileno,Chile,Real Brasileiro,Brasil,Portugal,PRT,2.0,Arábia Saudita,SAU,8.0,156.64150332
5604,4,14,37,4,28063.45,1767,6,2802,Compra internacional,Courier Internacional,2024-04-11,18,1,1.369795,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,México,MEX,3.0,Vietnã,VNM,4.0,38441.17349275
5605,6,2,3,16,18079.71,1829,1,2803,Devolução internacional,Marítimo,2024-04-12,6,1,5.361511,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Argentina,ARG,1.0,Paraguai,PRY,1.0,96934.56404181
5606,1,7,14,19,18990.88,1105,2,2804,Importação,Aéreo,2024-04-12,5,1,5.685511,Euro,Zona do Euro,Real Brasileiro,Brasil,Itália,ITA,2.0,México,MEX,3.0,107972.85713968001
5607,2,12,25,22,19901.05,381,3,2805,Exportação,Rodoviário,2024-04-12,9,1,0.753298,Yuan Chinês,China,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Emirados Árabes Unidos,ARE,8.0,14991.4211629
5608,3,17,36,25,20812.22,1657,4,2806,Transferência entre filiais,Ferroviário,2024-04-12,10,6,0.00726,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Coreia do Sul,KOR,5.0,Tailândia,THA,4.0,151.0967172
5609,4,22,7,28,21723.39,933,5,2807,Compra internacional,Multimodal,2024-04-12,15,1,0.005776,Peso Chileno,Chile,Real Brasileiro,Brasil,Peru,PER,7.0,Itália,ITA,2.0,125.47430064
5610,5,27,18,31,22634.56,209,6,2808,Venda internacional,Courier Internacional,2024-04-12,18,1,1.37435,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Egito,EGY,8.0,Índia,IND,6.0,31107.807536
5611,6,32,29,34,23545.73,1485,1,2803,Devolução internacional,Marítimo,2024-04-12,6,1,5.361511,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Suécia,SWE,2.0,Nova Zelândia,NZL,5.0,126240.69039803
5612,1,37,40,37,24456.9,761,2,2804,Importação,Aéreo,2024-04-12,5,1,5.685511,Euro,Zona do Euro,Real Brasileiro,Brasil,Vietnã,VNM,4.0,Nigéria,NGA,9.0,139049.9739759
5613,2,2,11,40,25367.07,37,3,2805,Exportação,Rodoviário,2024-04-12,9,1,0.753298,Yuan Chinês,China,Real Brasileiro,Brasil,Argentina,ARG,1.0,Bélgica,BEL,2.0,19108.96309686
5614,3,7,22,3,26278.24,1313,4,2806,Transferência entre filiais,Ferroviário,2024-04-12,10,6,0.00726,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Itália,ITA,2.0,Peru,PER,7.0,190.7800224
5615,4,12,33,6,27189.41,589,5,2807,Compra internacional,Multimodal,2024-04-12,15,1,0.005776,Peso Chileno,Chile,Real Brasileiro,Brasil,Estados Unidos,USA,3.0,Dinamarca,DNK,2.0,157.04603216
5616,5,17,4,9,28100.58,1865,6,2808,Venda internacional,Courier Internacional,2024-04-12,18,1,1.37435,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Coreia do Sul,KOR,5.0,Uruguai,URY,1.0,38620.032123000005
5617,1,5,10,21,18116.84,1850,1,2809,Importação,Marítimo,2024-04-13,6,1,5.355327,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Países Baixos,NLD,2.0,97021.60240668
5618,2,10,21,24,19027.01,1133,2,2810,Exportação,Aéreo,2024-04-13,5,1,5.674649,Euro,Zona do Euro,Real Brasileiro,Brasil,Países Baixos,NLD,2.0,Chile,CHL,7.0,107971.60326948998
5619,3,15,32,27,19938.18,416,3,2811,Transferência entre filiais,Rodoviário,2024-04-13,9,1,0.752012,Yuan Chinês,China,Real Brasileiro,Brasil,China,CHN,5.0,Suécia,SWE,2.0,14993.75061816
5620,4,20,3,30,20849.35,1699,4,2812,Compra internacional,Ferroviário,2024-04-13,10,6,0.007253,Iene Japonês,Japão,Dólar Americano,Estados Unidos,África do Sul,ZAF,6.0,Paraguai,PRY,1.0,151.22033555
5621,5,25,14,33,21760.52,982,5,2813,Venda internacional,Multimodal,2024-04-13,15,1,0.005784,Peso Chileno,Chile,Real Brasileiro,Brasil,Emirados Árabes Unidos,ARE,8.0,México,MEX,3.0,125.86284768
5622,6,30,25,36,22671.69,265,6,2814,Devolução internacional,Courier Internacional,2024-04-13,18,1,1.379037,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Suíça,CHE,10.0,Emirados Árabes Unidos,ARE,8.0,31265.09936253
5623,1,35,36,39,23582.86,1548,1,2809,Importação,Marítimo,2024-04-13,6,1,5.355327,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Singapura,SGP,4.0,Tailândia,THA,4.0,126293.92689522001
5624,2,40,7,2,24493.03,831,2,2810,Exportação,Aéreo,2024-04-13,5,1,5.674649,Euro,Zona do Euro,Real Brasileiro,Brasil,Nigéria,NGA,9.0,Itália,ITA,2.0,138989.34819646997
5625,3,5,18,5,25404.2,114,3,2811,Transferência entre filiais,Rodoviário,2024-04-13,9,1,0.752012,Yuan Chinês,China,Real Brasileiro,Brasil,Alemanha,DEU,2.0,Índia,IND,6.0,19104.2632504
5626,4,10,29,8,26315.37,1397,4,2812,Compra internacional,Ferroviário,2024-04-13,10,6,0.007253,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Países Baixos,NLD,2.0,Nova Zelândia,NZL,5.0,190.86537861
5627,5,15,40,11,27226.54,680,5,2813,Venda internacional,Multimodal,2024-04-13,15,1,0.005784,Peso Chileno,Chile,Real Brasileiro,Brasil,China,CHN,5.0,Nigéria,NGA,9.0,157.47830736
5628,6,20,11,14,28137.71,1963,6,2814,Devolução internacional,Courier Internacional,2024-04-13,18,1,1.379037,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,África do Sul,ZAF,6.0,Bélgica,BEL,2.0,38802.94318527
5629,2,8,17,26,18153.97,1871,1,2815,Exportação,Marítimo,2024-04-14,6,1,5.348725,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Espanha,ESP,2.0,Coreia do Sul,KOR,5.0,97100.59318825
5630,3,13,28,29,19064.14,1161,2,2816,Transferência entre filiais,Aéreo,2024-04-14,5,1,5.663725,Euro,Zona do Euro,Real Brasileiro,Brasil,Canadá,CAN,3.0,Austrália,AUS,5.0,107974.0463215
5631,4,18,39,32,19975.31,451,3,2817,Compra internacional,Rodoviário,2024-04-14,9,1,0.750775,Yuan Chinês,China,Real Brasileiro,Brasil,Índia,IND,6.0,Malásia,MYS,4.0,14996.96336525
5632,5,23,10,35,20886.48,1741,4,2818,Venda internacional,Ferroviário,2024-04-14,10,6,0.007246,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Colômbia,COL,7.0,Países Baixos,NLD,2.0,151.34343407999998
5633,6,28,21,38,21797.65,1031,5,2819,Devolução internacional,Multimodal,2024-04-14,15,1,0.005793,Peso Chileno,Chile,Real Brasileiro,Brasil,Austrália,AUS,5.0,Chile,CHL,7.0,126.27378645000002
5634,1,33,32,1,22708.82,321,6,2820,Importação,Courier Internacional,2024-04-14,18,1,1.383839,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Dinamarca,DNK,2.0,Suécia,SWE,2.0,31425.35075998
5635,2,38,3,4,23619.99,1611,1,2815,Exportação,Marítimo,2024-04-14,6,1,5.348725,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Indonésia,IDN,4.0,Paraguai,PRY,1.0,126336.83101275
5636,3,3,14,7,24530.16,901,2,2816,Transferência entre filiais,Aéreo,2024-04-14,5,1,5.663725,Euro,Zona do Euro,Real Brasileiro,Brasil,Paraguai,PRY,1.0,México,MEX,3.0,138932.080446
5637,4,8,25,10,25441.33,191,3,2817,Compra internacional,Rodoviário,2024-04-14,9,1,0.750775,Yuan Chinês,China,Real Brasileiro,Brasil,Espanha,ESP,2.0,Emirados Árabes Unidos,ARE,8.0,19100.71453075
5638,5,13,36,13,26352.5,1481,4,2818,Venda internacional,Ferroviário,2024-04-14,10,6,0.007246,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Canadá,CAN,3.0,Tailândia,THA,4.0,190.950215
5639,6,18,7,16,27263.67,771,5,2819,Devolução internacional,Multimodal,2024-04-14,15,1,0.005793,Peso Chileno,Chile,Real Brasileiro,Brasil,Índia,IND,6.0,Itália,ITA,2.0,157.93844031
5640,1,23,18,19,28174.84,61,6,2820,Importação,Courier Internacional,2024-04-14,18,1,1.383839,Dirham dos Emirados,Emirados Árabes Unidos,Real Brasileiro,Brasil,Colômbia,COL,7.0,Índia,IND,6.0,38989.44241076
5641,3,11,24,31,18190.1,1892,1,2821,Transferência entre filiais,Marítimo,2024-04-15,6,1,5.341732,Dólar Americano,Estados Unidos,Real Brasileiro,Brasil,Bélgica,BEL,2.0,Bolívia,BOL,7.0,97166.6392532
5642,4,16,35,34,19101.27,1189,2,2822,Compra internacional,Aéreo,2024-04-15,5,1,5.65278,Euro,Zona do Euro,Real Brasileiro,Brasil,Japão,JPN,5.0,Singapura,SGP,4.0,107975.2770306
5643,5,21,6,37,20012.44,486,3,2823,Venda internacional,Rodoviário,2024-04-15,9,1,0.749591,Yuan Chinês,China,Real Brasileiro,Brasil,Chile,CHL,7.0,França,FRA,2.0,15001.14491204
5644,6,26,17,40,20923.61,1783,4,2824,Devolução internacional,Ferroviário,2024-04-15,10,6,0.007241,Iene Japonês,Japão,Dólar Americano,Estados Unidos,Arábia Saudita,SAU,8.0,Coreia do Sul,KOR,5.0,151.50786001
5645,1,31,28,3,21834.78,1080,5,2825,Importação,Multimodal,2024-04-15,15,1,0.005803,Peso Chileno,Chile,Real Brasileiro,Brasil,Noruega,NOR,10.0,Austrália,AUS,5.0,126.70722833999999
